id,is_duplicate
40030,0.0860823541879654
271748,0.16019339859485626
15698,7.149485463742167e-05
66767,0.9935206770896912
335347,0.8107542991638184
73716,0.9988030195236206
381736,0.17260468006134033
271659,0.002041512168943882
194263,0.17495645582675934
120179,0.9658204317092896
105684,0.005417875945568085
186380,0.12725406885147095
226325,0.2474488765001297
260105,0.9946310520172119
20060,7.149485463742167e-05
221377,7.149485463742167e-05
305663,0.24026283621788025
332151,7.149485463742167e-05
26435,0.33181941509246826
239008,7.149485463742167e-05
88342,0.6915538907051086
153223,0.0874686986207962
60882,0.3580944240093231
175152,0.9930598735809326
24548,0.5126162171363831
259903,0.42003709077835083
141286,7.149485463742167e-05
136765,7.149485463742167e-05
326093,0.3101661503314972
131419,7.149485463742167e-05
98815,0.007085919845849276
121479,0.602281391620636
40169,0.31905505061149597
15502,7.149485463742167e-05
214568,0.9115302562713623
385769,0.0001275177055504173
206468,0.06361580640077591
68195,0.5502346158027649
294714,7.149485463742167e-05
78956,0.00011322260979795828
126101,0.2816295921802521
345661,0.9889883399009705
281492,0.003332848194986582
360407,0.98026043176651
27551,0.18793383240699768
33426,0.12407362461090088
9875,7.149485463742167e-05
232151,0.00039216812001541257
72057,7.149485463742167e-05
297789,7.149485463742167e-05
26331,0.0867856815457344
39339,7.149485463742167e-05
169281,0.030080744996666908
400972,0.0017878684448078275
4601,7.149485463742167e-05
289890,0.9982771873474121
80395,0.5055256485939026
352454,0.9627337455749512
15377,0.5996198058128357
130668,7.149485463742167e-05
154829,0.005492805503308773
343292,0.9997116923332214
105843,0.4688498079776764
13000,0.99967360496521
90854,0.30540454387664795
337875,0.028741002082824707
145140,0.9818930625915527
117118,0.1397767961025238
83704,0.2960095703601837
182187,0.1649772673845291
10073,0.6603196263313293
102613,7.149485463742167e-05
343914,0.03338513895869255
99739,0.0004994279588572681
139443,0.002041512168943882
320575,0.18713155388832092
228165,0.7226303815841675
130314,0.9996546506881714
385328,0.9752623438835144
393333,0.99967360496521
94723,7.149485463742167e-05
343529,0.42692211270332336
218172,0.24477966129779816
210575,0.005492805503308773
70449,0.0004994279588572681
292010,7.149485463742167e-05
212392,0.00857429951429367
256403,0.050311215221881866
230756,7.149485463742167e-05
158616,0.7280455827713013
306968,0.00039216812001541257
190144,0.41885843873023987
273089,0.49676844477653503
35332,0.4242892861366272
338277,7.149485463742167e-05
269202,0.04286062717437744
167842,0.23682862520217896
72774,0.00039216812001541257
251775,0.9988030195236206
215124,0.99967360496521
280799,0.8023784756660461
178240,0.1248975470662117
63904,0.0479593351483345
354057,0.5902803540229797
354469,0.1727183759212494
79809,7.149485463742167e-05
276453,7.149485463742167e-05
36474,7.149485463742167e-05
236034,0.5705837607383728
173701,0.9729941487312317
295895,0.99847811460495
6258,0.99967360496521
102368,0.482467919588089
73296,0.017388222739100456
135698,0.9605579972267151
65571,0.9809062480926514
178753,0.9988030195236206
300692,0.99967360496521
7599,7.149485463742167e-05
251093,0.29869532585144043
388341,7.149485463742167e-05
194111,0.9989427924156189
14563,0.5413578748703003
309341,7.149485463742167e-05
214221,0.029057087376713753
377413,0.9921491146087646
228510,0.10958658158779144
397005,0.0006812116480432451
111679,0.05306081846356392
369069,0.10867486894130707
363398,0.2524103820323944
230819,0.47957122325897217
281534,0.19599291682243347
20686,0.3355006277561188
179383,0.29090970754623413
126488,0.9965987801551819
125008,0.99967360496521
170226,0.12772542238235474
306402,0.0005004212725907564
336428,0.003989023622125387
225071,0.021308401599526405
380150,0.9983874559402466
265607,0.320549875497818
253913,0.003904548706486821
305422,0.99967360496521
48395,7.149485463742167e-05
172169,0.9425850510597229
13735,7.149485463742167e-05
349951,0.002522476250305772
369879,0.6119652986526489
317607,0.19741198420524597
244954,0.09987004101276398
165204,0.012136795558035374
339938,0.04048319533467293
136193,0.13975849747657776
266017,0.00039216812001541257
398351,0.793872058391571
10867,0.9970003962516785
307785,9.733949264045805e-05
244936,0.21706604957580566
192197,0.9974308609962463
331429,0.961613655090332
363150,7.149485463742167e-05
277296,0.006904341280460358
287173,0.13259589672088623
297044,0.0009671734878793359
344537,0.99967360496521
330667,7.149485463742167e-05
176393,0.9997116923332214
265441,0.5098851919174194
307286,0.21446780860424042
219186,0.06737975031137466
324076,0.9995256662368774
227414,0.4259018003940582
236836,0.14494411647319794
73218,0.9266172051429749
399478,0.01857222616672516
302775,0.33015212416648865
93720,0.35857534408569336
197766,0.07037834078073502
374397,0.005492805503308773
392279,0.6063067317008972
182839,0.1347130537033081
48542,0.7542576193809509
30035,0.12317068874835968
32385,0.0011710157850757241
252534,0.9996546506881714
178646,0.22940506041049957
388074,0.2149956375360489
370124,9.733949264045805e-05
300834,0.8284271955490112
209336,0.041087716817855835
35160,0.1952897310256958
48269,7.149485463742167e-05
355054,0.9907964468002319
236740,7.149485463742167e-05
130716,0.9404172301292419
60697,0.6666590571403503
336121,0.30481088161468506
348386,0.20451746881008148
258790,7.149485463742167e-05
82166,0.9997116923332214
173122,0.3989502191543579
346116,0.5993301272392273
359368,7.149485463742167e-05
115438,0.7716051340103149
239676,0.7599283456802368
262635,0.9898719191551208
271898,0.0001275177055504173
383785,0.062321171164512634
158866,0.20415367186069489
355427,7.149485463742167e-05
307276,0.99967360496521
16313,0.3597513735294342
8581,0.14273789525032043
342103,0.34111592173576355
89267,7.149485463742167e-05
82500,0.09980349242687225
232912,0.9112058877944946
111576,0.99967360496521
234399,0.9969185590744019
279560,0.03862301632761955
43797,0.9763556122779846
93207,7.149485463742167e-05
306296,0.4258958399295807
112598,0.36767739057540894
113074,7.149485463742167e-05
57126,0.2753359079360962
393788,0.048031408339738846
397128,0.009984659031033516
170608,0.9996247291564941
369976,0.15346844494342804
256724,0.009984659031033516
172155,0.5849666595458984
193522,0.00016460476035717875
123417,7.149485463742167e-05
151566,0.45466887950897217
16237,0.9227890968322754
97876,0.0020790386479347944
359066,0.009356499649584293
394092,0.09365598112344742
83007,0.4708046615123749
130241,0.9974943399429321
39758,0.9986622333526611
18738,0.8034707903862
283872,0.4499092400074005
356436,0.2621791958808899
59239,0.06516322493553162
33809,0.0008941017440520227
356226,7.149485463742167e-05
186356,0.7275838255882263
372967,0.09067246317863464
107860,7.149485463742167e-05
334110,0.01159526314586401
178791,0.9976988434791565
372759,0.30323001742362976
5135,0.9989843964576721
33775,0.9997116923332214
14136,0.203408345580101
196901,0.002522476250305772
393627,0.3160867393016815
196479,7.149485463742167e-05
18317,0.000710544059984386
275141,0.13882949948310852
347460,0.8453394770622253
115693,0.012963037937879562
110446,0.00402627419680357
311315,0.0639529600739479
331653,0.6798811554908752
245701,0.3569752871990204
117548,0.0667707771062851
252390,0.9795447587966919
316921,0.6921759247779846
372311,0.3889721632003784
223991,0.29090970754623413
127309,0.22509276866912842
380371,0.9977613687515259
187357,7.149485463742167e-05
285184,7.149485463742167e-05
149410,7.149485463742167e-05
35872,0.006383503787219524
41690,7.149485463742167e-05
40394,0.32100778818130493
227789,0.3117808997631073
175453,0.8378734588623047
358711,0.03526153415441513
12982,7.149485463742167e-05
59230,0.010440932586789131
68454,7.149485463742167e-05
41518,0.9330841898918152
211527,0.924717903137207
343105,0.026676669716835022
279299,0.99967360496521
401199,7.149485463742167e-05
164973,0.09366751462221146
13141,0.0001275177055504173
390515,0.1913449615240097
162878,0.99967360496521
389225,0.16824468970298767
79758,0.99967360496521
139354,0.2149956375360489
52430,0.006904341280460358
263855,0.21759894490242004
345735,7.149485463742167e-05
21925,7.149485463742167e-05
210365,0.5872008204460144
259644,7.149485463742167e-05
139050,7.149485463742167e-05
288023,0.04409065470099449
244077,7.149485463742167e-05
172850,0.0009335912764072418
98772,0.4317035675048828
11331,0.99967360496521
324877,0.9988030195236206
25144,0.1248975470662117
355284,0.99847811460495
236607,0.9860312938690186
207367,0.003229336580261588
286250,0.1611795276403427
329672,0.14508290588855743
119832,0.9986388087272644
347824,0.3044162392616272
113307,0.33718758821487427
295997,7.149485463742167e-05
1808,0.21992193162441254
282399,7.149485463742167e-05
199740,0.24315132200717926
153895,0.13017520308494568
169381,0.27306339144706726
204323,0.99967360496521
141265,7.149485463742167e-05
362895,0.03274799883365631
